WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010
-85,-82,-76,-66,-77,-72,-63,-86,-86,-57
-82,-86,-77,-69,-74,-71,-63,-87,-84,-56
-80,-90,-81,-69,-77,-65,-65,-85,-78,-55
-82,-90,-85,-66,-75,-69,-65,-87,-84,-51
-84,-83,-81,-62,-79,-65,-61,-81,-82,-54
-81,-82,-76,-68,-75,-71,-65,-83,-81,-60
-80,-88,-82,-69,-73,-71,-66,-86,-83,-55
-88,-85,-79,-63,-77,-72,-58,-89,-92,-50
-82,-85,-82,-65,-76,-66,-61,-83,-82,-54
-81,-88,-82,-68,-73,-70,-63,-88,-85,-54
-85,-88,-88,-60,-82,-59,-61,-82,-84,-51
-82,-86,-84,-66,-76,-68,-63,-85,-85,-54
-77,-93,-86,-69,-75,-65,-66,-85,-79,-52
-82,-82,-86,-60,-76,-64,-59,-85,-91,-52
-81,-85,-81,-63,-79,-62,-64,-79,-78,-57
-88,-91,-87,-65,-80,-67,-61,-87,-83,-48
-76,-94,-88,-67,-76,-62,-68,-84,-79,-52
-86,-82,-80,-61,-79,-66,-58,-84,-88,-55
-81,-94,-84,-69,-77,-65,-65,-88,-80,-52
-87,-85,-83,-60,-79,-65,-57,-85,-88,-52
-82,-93,-87,-70,-75,-69,-65,-90,-83,-50
-81,-94,-92,-61,-79,-59,-60,-86,-88,-47
-82,-88,-83,-68,-76,-70,-66,-85,-82,-54
-80,-88,-87,-67,-74,-69,-66,-86,-84,-53
-82,-86,-84,-64,-77,-63,-59,-83,-84,-54
-80,-90,-82,-67,-77,-65,-67,-84,-79,-55
-82,-86,-82,-65,-79,-64,-64,-80,-78,-56
-85,-84,-76,-67,-75,-72,-61,-88,-87,-55
-85,-89,-86,-60,-82,-57,-58,-82,-82,-51
-84,-82,-77,-64,-78,-68,-63,-82,-83,-58
-79,-88,-82,-65,-78,-62,-63,-80,-77,-56
-80,-87,-85,-64,-77,-64,-63,-83,-86,-54
-82,-87,-83,-63,-78,-65,-64,-85,-85,-53
-84,-96,-84,-68,-80,-65,-66,-89,-83,-50
-89,-84,-76,-64,-80,-69,-59,-86,-86,-55
-84,-97,-84,-70,-78,-65,-63,-91,-82,-49
-86,-82,-80,-61,-77,-69,-58,-85,-90,-52
-80,-91,-84,-66,-78,-61,-64,-82,-77,-54
-84,-85,-80,-67,-78,-67,-63,-82,-79,-56
-81,-99,-92,-59,-85,-54,-69,-82,-79,-47
-82,-81,-82,-61,-76,-65,-60,-83,-87,-54
-79,-85,-84,-64,-77,-65,-67,-82,-83,-55
-85,-82,-76,-62,-79,-65,-60,-80,-82,-57
-83,-96,-85,-69,-77,-64,-59,-91,-85,-48
-81,-93,-89,-63,-80,-62,-68,-84,-81,-51
-81,-85,-83,-66,-75,-69,-65,-83,-83,-55
-82,-90,-86,-65,-77,-66,-64,-87,-87,-52
-81,-82,-78,-66,-74,-71,-63,-85,-87,-58
-81,-92,-83,-72,-73,-68,-63,-89,-81,-52
-85,-84,-78,-66,-79,-67,-62,-82,-80,-57
-85,-88,-79,-66,-76,-69,-60,-88,-87,-53
-85,-90,-82,-62,-80,-64,-62,-86,-85,-51
-78,-83,-79,-65,-73,-72,-65,-83,-87,-56
-82,-84,-78,-68,-76,-71,-65,-85,-84,-57
-84,-83,-87,-59,-77,-64,-58,-85,-93,-51
-81,-98,-88,-67,-79,-64,-67,-89,-82,-48
-81,-94,-82,-70,-73,-69,-62,-91,-86,-51
-83,-85,-82,-63,-78,-62,-59,-82,-82,-55
-80,-83,-83,-65,-76,-67,-63,-82,-84,-56
-83,-88,-88,-63,-79,-63,-64,-84,-85,-50
-89,-85,-79,-66,-77,-74,-61,-90,-90,-51
-79,-86,-83,-63,-79,-61,-66,-78,-78,-56
-84,-92,-81,-70,-74,-72,-64,-91,-85,-53
-81,-87,-86,-63,-77,-63,-63,-85,-86,-53
-84,-87,-79,-67,-77,-70,-63,-86,-84,-57
-77,-92,-87,-65,-78,-63,-69,-83,-80,-52
-77,-93,-84,-69,-73,-68,-64,-87,-83,-52
-80,-84,-84,-64,-76,-63,-62,-81,-83,-56
-85,-95,-90,-69,-77,-70,-68,-91,-84,-47
-84,-89,-87,-61,-77,-63,-59,-86,-89,-52
-81,-84,-78,-66,-76,-67,-62,-83,-81,-57
-81,-91,-84,-65,-78,-61,-60,-83,-81,-52
-81,-92,-88,-65,-78,-64,-66,-85,-81,-51
-84,-82,-86,-59,-78,-63,-61,-84,-89,-53
-88,-79,-84,-56,-79,-63,-54,-84,-93,-53
-78,-87,-82,-67,-75,-65,-64,-83,-82,-54
-88,-88,-76,-69,-77,-72,-62,-91,-86,-55
-82,-91,-88,-67,-75,-69,-65,-87,-85,-50
-89,-88,-75,-68,-77,-72,-59,-93,-90,-53
-79,-88,-84,-67,-76,-62,-63,-83,-79,-55
-80,-87,-79,-68,-76,-67,-64,-83,-79,-57
-79,-90,-86,-67,-73,-70,-66,-87,-87,-53
-80,-92,-85,-66,-78,-66,-67,-84,-82,-52
-77,-93,-89,-65,-76,-64,-68,-84,-83,-51
-86,-95,-82,-70,-75,-73,-64,-94,-87,-51
-80,-87,-80,-69,-74,-71,-66,-86,-84,-56
-88,-88,-85,-59,-81,-61,-57,-83,-85,-51
-80,-91,-84,-66,-79,-61,-65,-82,-76,-53
-78,-89,-82,-66,-76,-65,-66,-83,-81,-54
-78,-97,-89,-65,-80,-59,-69,-85,-78,-49
-80,-87,-84,-65,-78,-65,-66,-83,-83,-55
-81,-91,-86,-69,-75,-69,-66,-86,-81,-52
-88,-87,-80,-68,-78,-72,-62,-89,-86,-52
-85,-85,-81,-63,-79,-65,-60,-82,-82,-54
-78,-82,-80,-65,-73,-70,-64,-83,-86,-57
-80,-86,-80,-64,-78,-65,-66,-80,-79,-57
-79,-95,-90,-64,-78,-61,-66,-84,-83,-50
-85,-92,-90,-63,-78,-66,-61,-88,-90,-48
-85,-92,-84,-66,-81,-66,-69,-87,-82,-52
-80,-96,-93,-62,-77,-62,-64,-88,-90,-48
-85,-86,-89,-63,-76,-67,-61,-87,-90,-51
-82,-84,-86,-65,-76,-68,-65,-85,-84,-53
-90,-80,-83,-55,-81,-61,-52,-83,-92,-52
-86,-80,-81,-60,-81,-59,-58,-78,-81,-58
-79,-90,-84,-64,-77,-64,-67,-85,-82,-52
-81,-96,-88,-64,-82,-61,-71,-86,-82,-50
-83,-81,-78,-66,-78,-66,-62,-80,-79,-58
-82,-85,-81,-61,-77,-66,-62,-84,-86,-52
-87,-86,-82,-66,-77,-71,-62,-88,-86,-51
-86,-87,-87,-61,-80,-61,-60,-84,-84,-52
-78,-94,-83,-68,-74,-68,-65,-87,-85,-52
-79,-81,-79,-64,-75,-68,-63,-80,-83,-57
-79,-89,-87,-65,-73,-66,-61,-87,-88,-52
-82,-93,-90,-64,-76,-65,-62,-87,-88,-49
-78,-88,-84,-67,-74,-65,-62,-84,-83,-54
-83,-91,-90,-61,-79,-60,-62,-86,-87,-50
-85,-80,-82,-61,-78,-63,-57,-82,-87,-55
-82,-90,-87,-61,-81,-58,-64,-82,-81,-52
-86,-85,-80,-65,-77,-70,-61,-86,-86,-53
-83,-86,-86,-64,-75,-67,-63,-86,-88,-54
-82,-83,-76,-68,-76,-71,-64,-84,-84,-59
-77,-92,-84,-66,-77,-65,-66,-83,-82,-53
-80,-86,-80,-65,-78,-63,-65,-81,-78,-56
-82,-90,-86,-66,-80,-63,-69,-81,-76,-53
-81,-88,-85,-62,-79,-61,-63,-80,-82,-54
-83,-88,-84,-64,-79,-64,-64,-81,-79,-54
-80,-93,-87,-69,-75,-67,-67,-88,-81,-51
-87,-89,-82,-68,-78,-71,-63,-89,-84,-52
-79,-96,-84,-70,-73,-68,-62,-89,-84,-51
-81,-81,-77,-67,-76,-67,-64,-81,-79,-59
-79,-89,-86,-66,-74,-64,-62,-86,-85,-53
-87,-91,-86,-66,-80,-67,-66,-88,-83,-50
-80,-92,-82,-67,-77,-67,-68,-85,-82,-55
-84,-84,-81,-61,-79,-64,-62,-83,-85,-55
-79,-87,-82,-66,-76,-65,-64,-83,-82,-55
-81,-97,-91,-64,-80,-63,-67,-86,-83,-48
-83,-86,-80,-66,-77,-66,-62,-84,-82,-54
-84,-85,-84,-61,-76,-65,-58,-85,-89,-53
-83,-90,-89,-64,-75,-65,-60,-88,-89,-50
-89,-86,-76,-65,-80,-67,-59,-85,-83,-55
-85,-82,-77,-58,-78,-67,-56,-82,-89,-53
-80,-86,-83,-63,-76,-65,-61,-82,-85,-55
-86,-87,-89,-58,-79,-61,-56,-87,-93,-49
-81,-86,-84,-60,-78,-63,-63,-82,-86,-53
-80,-91,-84,-67,-78,-63,-67,-86,-79,-52
-80,-92,-81,-71,-73,-69,-64,-89,-82,-54
-90,-85,-86,-55,-83,-58,-54,-83,-89,-50
-79,-94,-89,-64,-79,-62,-69,-83,-81,-50
-83,-89,-81,-65,-79,-65,-66,-86,-82,-54
-85,-87,-86,-63,-80,-63,-61,-83,-83,-52
-80,-87,-82,-69,-75,-69,-66,-85,-81,-55
-83,-87,-83,-66,-75,-70,-62,-87,-86,-52
-85,-89,-84,-63,-77,-67,-61,-85,-86,-50
-78,-90,-89,-63,-78,-61,-64,-83,-85,-52
-77,-90,-86,-66,-75,-65,-64,-83,-84,-53
-86,-94,-80,-69,-79,-68,-63,-91,-84,-52
-87,-90,-82,-66,-79,-66,-61,-88,-83,-51
-78,-88,-81,-69,-72,-71,-66,-86,-82,-55
-84,-81,-78,-64,-76,-70,-61,-84,-87,-56
-79,-89,-84,-65,-79,-63,-68,-81,-79,-55
-80,-86,-87,-64,-78,-64,-67,-82,-81,-54
-80,-88,-84,-67,-76,-64,-63,-84,-81,-54
-80,-90,-81,-69,-76,-67,-65,-86,-81,-54
-84,-85,-86,-60,-77,-63,-56,-86,-91,-50
-87,-87,-80,-64,-81,-67,-64,-86,-84,-53
-81,-94,-88,-62,-82,-59,-67,-82,-80,-50
-83,-86,-78,-67,-76,-69,-62,-85,-83,-56
-85,-85,-77,-66,-77,-67,-59,-85,-83,-54
-80,-90,-84,-62,-79,-61,-63,-81,-81,-52
-85,-92,-87,-61,-84,-58,-65,-82,-79,-51
-80,-83,-78,-66,-76,-66,-63,-81,-80,-58
-89,-88,-87,-60,-80,-65,-57,-87,-89,-48
-88,-86,-81,-60,-79,-68,-57,-87,-90,-49
-81,-91,-91,-62,-78,-62,-64,-86,-87,-50
-79,-93,-90,-64,-75,-64,-63,-87,-88,-50
-89,-85,-85,-58,-80,-64,-55,-85,-90,-49
-81,-87,-81,-65,-77,-68,-66,-85,-86,-55
-82,-90,-82,-65,-79,-61,-61,-83,-80,-53
-84,-91,-90,-63,-81,-61,-66,-84,-82,-50
-84,-90,-83,-66,-80,-65,-66,-84,-79,-54
-89,-93,-92,-56,-85,-56,-59,-86,-87,-45
-88,-85,-80,-64,-80,-68,-59,-85,-84,-53
-80,-90,-83,-67,-76,-67,-67,-86,-82,-53
-84,-98,-87,-67,-81,-63,-68,-89,-81,-49
-80,-84,-81,-65,-77,-64,-63,-80,-79,-57
-84,-92,-84,-63,-81,-63,-65,-86,-83,-50
-79,-85,-78,-68,-75,-67,-64,-81,-80,-58
-79,-99,-88,-68,-77,-63,-67,-89,-81,-49
-82,-86,-79,-65,-78,-66,-62,-82,-83,-57
-75,-92,-85,-68,-75,-65,-67,-83,-80,-54
-83,-87,-84,-62,-78,-65,-60,-83,-86,-53
-80,-94,-88,-70,-74,-69,-67,-89,-82,-50
-77,-92,-87,-64,-78,-63,-69,-82,-80,-52
-85,-85,-77,-67,-77,-70,-61,-87,-85,-55
-78,-95,-89,-65,-79,-63,-72,-84,-80,-51
-82,-87,-85,-65,-76,-64,-59,-87,-87,-52
-84,-81,-83,-61,-78,-65,-61,-82,-85,-55
-84,-83,-86,-61,-78,-63,-59,-83,-88,-53
-81,-96,-85,-67,-79,-63,-66,-87,-82,-50
-82,-85,-76,-71,-74,-69,-62,-86,-80,-58
-84,-83,-79,-65,-78,-68,-64,-83,-82,-56
-83,-89,-82,-66,-76,-67,-62,-86,-86,-54
-83,-92,-82,-67,-79,-65,-64,-86,-82,-53
-83,-83,-80,-68,-77,-70,-64,-83,-81,-56
-83,-87,-85,-64,-76,-67,-61,-85,-86,-52
-85,-88,-84,-61,-80,-64,-62,-83,-83,-50
-82,-90,-84,-68,-76,-64,-62,-88,-83,-52
-82,-90,-85,-65,-78,-63,-64,-86,-83,-52
-76,-95,-89,-63,-80,-60,-70,-82,-80,-51
-81,-83,-82,-66,-75,-64,-60,-83,-83,-56
-83,-92,-90,-59,-82,-57,-63,-84,-85,-49
-80,-90,-82,-66,-77,-65,-64,-85,-83,-53
-83,-92,-84,-65,-79,-66,-65,-85,-83,-52
-85,-89,-82,-66,-81,-65,-67,-84,-79,-54
-84,-91,-87,-61,-81,-63,-65,-86,-85,-49
-84,-81,-76,-63,-77,-69,-60,-82,-86,-57
-81,-90,-85,-67,-80,-63,-69,-82,-75,-54
-82,-89,-82,-64,-78,-65,-62,-83,-83,-55
-80,-83,-78,-67,-74,-69,-64,-83,-84,-58
-83,-87,-81,-68,-79,-67,-67,-85,-79,-55
-82,-86,-80,-64,-75,-69,-62,-84,-85,-54
-84,-86,-78,-66,-76,-70,-61,-86,-86,-55
-82,-83,-83,-65,-75,-65,-59,-84,-85,-55
-78,-95,-89,-65,-75,-64,-64,-86,-87,-49
-88,-84,-85,-59,-79,-64,-57,-85,-90,-51
-80,-94,-90,-66,-75,-65,-64,-88,-87,-49
-82,-92,-82,-69,-78,-67,-65,-87,-82,-53
-83,-95,-86,-70,-75,-69,-65,-91,-84,-50
-83,-90,-83,-63,-79,-63,-61,-85,-83,-51
-85,-87,-80,-68,-78,-70,-64,-86,-82,-55
-81,-82,-75,-67,-76,-69,-62,-83,-82,-59
-77,-93,-86,-69,-72,-69,-66,-87,-84,-52
-86,-84,-81,-60,-79,-66,-58,-83,-87,-51
-80,-88,-84,-66,-74,-67,-63,-86,-85,-54
-79,-93,-85,-68,-79,-61,-67,-84,-77,-52
-81,-86,-81,-64,-78,-67,-67,-85,-85,-54
-80,-80,-79,-66,-74,-68,-62,-82,-84,-58
-90,-87,-78,-68,-80,-70,-61,-89,-84,-53
-77,-94,-88,-67,-79,-59,-70,-83,-75,-52
-84,-86,-83,-60,-79,-62,-58,-83,-85,-51
-86,-87,-87,-59,-80,-61,-57,-83,-89,-52
-82,-88,-86,-63,-81,-60,-65,-80,-79,-54
-84,-82,-79,-67,-77,-70,-63,-83,-81,-56
-80,-86,-83,-63,-76,-65,-63,-81,-84,-56
-92,-89,-81,-63,-80,-70,-57,-91,-90,-48
-85,-84,-81,-63,-78,-64,-57,-84,-85,-54
-80,-90,-84,-64,-79,-64,-66,-82,-80,-53
-85,-85,-79,-65,-78,-69,-62,-84,-83,-55
-87,-81,-83,-59,-79,-63,-56,-82,-87,-54
-83,-88,-83,-68,-75,-71,-64,-88,-86,-54
-83,-93,-93,-57,-82,-58,-62,-86,-90,-46
-80,-82,-81,-65,-76,-67,-65,-81,-81,-57
-81,-89,-80,-68,-77,-66,-65,-85,-80,-56
-80,-94,-85,-69,-72,-69,-63,-90,-86,-51
-82,-81,-79,-64,-75,-68,-62,-83,-86,-58
-88,-80,-84,-58,-81,-60,-55,-82,-88,-54
-86,-85,-77,-66,-80,-66,-61,-82,-79,-57
-84,-90,-84,-65,-82,-63,-67,-83,-78,-53
-80,-85,-79,-68,-76,-65,-63,-82,-78,-57
-81,-92,-88,-63,-78,-62,-64,-85,-84,-51
-87,-82,-76,-63,-80,-67,-59,-83,-84,-57
-85,-82,-81,-63,-79,-64,-60,-82,-83,-55
-89,-87,-78,-65,-80,-70,-60,-88,-86,-54
-85,-89,-78,-69,-77,-70,-62,-90,-85,-54
-90,-87,-81,-62,-82,-64,-57,-84,-83,-51
-80,-81,-76,-67,-74,-70,-63,-83,-83,-58
-84,-84,-81,-62,-77,-67,-60,-83,-87,-54
-83,-88,-82,-63,-80,-63,-64,-81,-79,-54
-87,-81,-84,-57,-78,-64,-54,-85,-92,-52
-93,-88,-86,-53,-86,-56,-52,-84,-89,-47
-84,-84,-79,-62,-80,-63,-60,-79,-79,-56
-79,-89,-81,-67,-77,-63,-64,-82,-77,-55
-83,-85,-84,-64,-75,-66,-58,-88,-90,-51
-82,-87,-77,-68,-75,-70,-65,-85,-82,-58
-80,-85,-78,-66,-77,-69,-67,-83,-82,-58
-80,-91,-84,-68,-76,-65,-64,-87,-83,-52
-87,-97,-96,-58,-81,-60,-61,-90,-92,-44
-88,-82,-82,-58,-79,-65,-55,-84,-89,-51
-80,-88,-80,-71,-73,-69,-64,-87,-81,-56
-86,-83,-84,-59,-79,-63,-57,-83,-88,-53
-78,-83,-80,-67,-74,-66,-64,-81,-80,-57
-82,-87,-82,-65,-79,-64,-65,-83,-82,-56
-78,-88,-81,-69,-74,-65,-62,-84,-78,-55
-81,-85,-83,-61,-77,-64,-62,-81,-84,-54
-83,-83,-76,-68,-76,-71,-64,-85,-83,-58
-84,-84,-81,-61,-79,-65,-61,-82,-84,-54
-82,-87,-82,-64,-77,-66,-61,-83,-82,-55
-85,-85,-78,-68,-75,-72,-62,-88,-86,-54
-82,-78,-79,-62,-77,-65,-61,-80,-84,-59
-90,-88,-88,-60,-83,-61,-58,-86,-85,-47
-84,-86,-75,-70,-77,-71,-63,-87,-83,-58
-91,-86,-77,-61,-81,-68,-56,-87,-89,-52
-83,-88,-83,-64,-79,-65,-65,-84,-82,-53
-85,-89,-90,-59,-79,-61,-56,-86,-91,-49
-86,-86,-86,-63,-79,-65,-61,-85,-83,-50
-82,-89,-82,-67,-79,-62,-62,-82,-76,-54
-80,-85,-85,-62,-75,-66,-63,-85,-88,-53
-83,-79,-80,-62,-77,-65,-61,-80,-85,-58
-81,-92,-89,-61,-79,-60,-62,-84,-85,-50
-81,-83,-82,-64,-75,-65,-61,-83,-84,-56
-83,-93,-86,-67,-77,-65,-65,-87,-81,-50
-79,-89,-85,-65,-81,-61,-70,-80,-75,-55
-81,-95,-86,-64,-81,-62,-68,-84,-82,-51
-91,-89,-83,-61,-81,-66,-57,-88,-88,-47
-84,-87,-84,-63,-77,-65,-60,-84,-85,-53
-83,-86,-81,-66,-74,-73,-64,-88,-89,-54
-82,-91,-81,-68,-74,-70,-62,-90,-88,-52
-87,-94,-88,-64,-81,-64,-61,-85,-81,-48
-86,-84,-85,-59,-79,-62,-56,-83,-89,-52
-87,-84,-84,-61,-78,-67,-58,-85,-89,-50
-80,-93,-90,-64,-77,-63,-67,-86,-84,-50
-76,-87,-83,-66,-74,-66,-64,-83,-83,-54
-82,-89,-84,-65,-79,-65,-67,-82,-78,-54
-83,-85,-78,-67,-76,-68,-61,-85,-84,-56
-79,-97,-93,-63,-78,-60,-64,-87,-87,-47
-85,-88,-84,-67,-78,-69,-65,-87,-84,-51
-85,-86,-86,-61,-79,-63,-61,-83,-85,-52
-80,-80,-78,-65,-73,-71,-63,-84,-87,-58
-83,-91,-85,-64,-78,-64,-61,-87,-86,-50
-79,-92,-85,-66,-79,-61,-66,-82,-77,-53
-78,-89,-85,-65,-78,-63,-68,-82,-79,-55
-85,-84,-81,-65,-78,-68,-61,-84,-84,-54
-82,-83,-84,-61,-77,-65,-60,-82,-88,-56
-84,-89,-83,-66,-80,-66,-65,-83,-80,-54
-79,-91,-81,-70,-74,-67,-64,-86,-80,-55
-86,-85,-80,-62,-80,-65,-62,-84,-86,-54
-84,-87,-84,-58,-81,-60,-61,-81,-84,-52
-81,-84,-81,-62,-77,-64,-62,-81,-83,-56
-82,-82,-74,-69,-75,-71,-64,-84,-82,-60
-82,-84,-84,-63,-75,-66,-60,-85,-89,-54
-77,-88,-85,-67,-75,-65,-68,-83,-79,-55
-81,-94,-84,-69,-77,-65,-63,-89,-83,-50
-84,-81,-79,-59,-79,-63,-58,-80,-85,-55
-80,-88,-81,-67,-75,-65,-62,-83,-80,-56
-84,-85,-78,-65,-79,-66,-63,-82,-80,-57
-81,-88,-79,-70,-76,-67,-64,-86,-79,-55
-80,-88,-79,-69,-76,-67,-64,-84,-80,-57
-83,-85,-81,-65,-78,-67,-64,-84,-82,-54
-81,-81,-82,-63,-76,-67,-63,-82,-85,-55
-80,-90,-84,-69,-76,-67,-67,-85,-79,-54
-80,-95,-88,-66,-81,-62,-71,-84,-79,-51
-90,-86,-85,-59,-81,-63,-55,-85,-87,-49
-85,-88,-82,-64,-79,-66,-63,-85,-83,-52
-81,-84,-81,-63,-75,-67,-61,-83,-86,-55
-80,-95,-83,-70,-74,-68,-62,-90,-85,-51
-87,-89,-81,-66,-78,-69,-60,-88,-86,-51
-80,-98,-88,-70,-72,-71,-65,-92,-87,-47
-80,-85,-82,-66,-74,-67,-61,-84,-85,-55
-90,-85,-78,-61,-81,-66,-57,-84,-86,-53
-79,-87,-80,-69,-76,-64,-65,-82,-75,-57
-80,-82,-80,-66,-74,-70,-63,-83,-83,-55
-83,-87,-90,-63,-77,-65,-64,-86,-88,-51
-84,-81,-76,-64,-78,-68,-61,-81,-82,-58
-83,-88,-79,-66,-78,-66,-62,-83,-80,-56
-81,-89,-79,-70,-74,-70,-64,-88,-83,-56
-84,-84,-78,-65,-77,-68,-63,-85,-85,-57
-83,-87,-80,-67,-76,-71,-65,-85,-84,-55
-84,-87,-85,-60,-81,-60,-60,-82,-85,-53
-81,-88,-85,-65,-78,-66,-67,-84,-82,-52
-81,-85,-82,-63,-77,-66,-64,-82,-81,-54
-86,-90,-86,-60,-83,-56,-61,-82,-80,-51
-84,-88,-89,-60,-78,-62,-59,-86,-91,-51
-79,-84,-84,-66,-74,-66,-62,-84,-85,-56
-83,-84,-84,-60,-76,-67,-60,-84,-91,-54
-83,-90,-86,-62,-79,-62,-63,-84,-82,-51
-89,-86,-75,-66,-80,-68,-59,-87,-83,-56
-79,-85,-86,-62,-78,-62,-67,-81,-82,-55
-80,-87,-83,-67,-75,-66,-63,-85,-83,-55
-80,-86,-84,-67,-75,-69,-65,-84,-84,-55
-81,-87,-79,-64,-79,-65,-62,-80,-80,-57
-86,-86,-79,-62,-79,-66,-60,-84,-85,-53
-85,-93,-83,-66,-81,-65,-68,-89,-83,-51
-85,-84,-84,-62,-79,-62,-57,-84,-86,-54
-77,-89,-84,-66,-73,-68,-66,-84,-85,-55
-81,-89,-79,-67,-75,-69,-64,-85,-82,-56
-81,-78,-80,-63,-75,-67,-61,-82,-87,-57
-87,-85,-82,-60,-79,-65,-57,-83,-87,-51
-79,-86,-79,-68,-75,-69,-65,-83,-83,-57
-81,-99,-92,-65,-78,-60,-63,-89,-86,-46
-86,-83,-79,-62,-78,-66,-58,-84,-87,-55
-82,-88,-80,-69,-75,-70,-64,-86,-82,-56
-82,-94,-92,-61,-80,-60,-66,-85,-84,-49
-87,-92,-79,-70,-78,-69,-63,-91,-84,-53
-80,-86,-82,-65,-76,-66,-64,-83,-84,-55
-81,-87,-82,-64,-77,-66,-63,-81,-82,-55
-77,-96,-87,-68,-77,-61,-67,-85,-78,-51
-78,-92,-89,-64,-78,-61,-67,-84,-82,-52
-86,-88,-84,-66,-78,-69,-65,-88,-85,-50
-84,-83,-86,-59,-80,-60,-59,-81,-86,-54
-78,-87,-86,-65,-78,-64,-68,-81,-79,-55
-86,-89,-86,-59,-80,-62,-58,-84,-86,-50
-86,-79,-79,-61,-77,-68,-59,-84,-90,-56
-78,-89,-86,-65,-75,-64,-65,-84,-83,-54
-87,-86,-77,-63,-79,-68,-61,-86,-86,-54
-81,-91,-88,-65,-81,-61,-69,-83,-77,-51
-83,-89,-85,-68,-77,-68,-67,-85,-80,-53
-78,-98,-89,-67,-78,-63,-69,-87,-81,-49
-81,-92,-90,-65,-77,-65,-66,-86,-84,-50
-79,-89,-82,-67,-77,-66,-67,-83,-80,-55
-89,-89,-82,-64,-80,-68,-60,-87,-85,-51
-83,-92,-84,-63,-81,-61,-65,-84,-79,-52
-78,-92,-85,-68,-76,-65,-69,-84,-79,-53
-81,-84,-83,-65,-76,-65,-61,-84,-86,-55
-86,-85,-83,-60,-83,-59,-59,-80,-81,-54
-80,-87,-82,-66,-75,-67,-64,-83,-81,-55
-83,-83,-82,-61,-77,-65,-59,-83,-87,-55
-86,-84,-87,-60,-79,-62,-57,-84,-89,-53
-83,-86,-77,-68,-77,-68,-64,-85,-81,-58
-81,-82,-77,-65,-77,-68,-65,-81,-82,-59
-80,-95,-84,-69,-76,-65,-65,-88,-81,-51
-82,-89,-84,-66,-76,-68,-64,-84,-82,-54
-80,-88,-82,-64,-79,-62,-65,-80,-78,-56
-83,-89,-78,-70,-75,-72,-65,-89,-84,-56
-82,-94,-90,-60,-81,-58,-64,-85,-84,-48
-82,-86,-78,-70,-75,-69,-64,-86,-81,-57
-86,-102,-90,-68,-78,-69,-65,-96,-89,-44
-83,-79,-79,-62,-77,-65,-59,-80,-84,-57
-86,-86,-80,-68,-76,-74,-63,-90,-88,-52
-82,-86,-83,-62,-81,-59,-64,-79,-78,-56
-86,-84,-81,-62,-78,-66,-57,-86,-90,-53
-82,-91,-86,-65,-77,-66,-63,-84,-84,-51
-81,-86,-79,-67,-76,-68,-65,-84,-83,-56
-84,-91,-79,-70,-75,-71,-63,-90,-85,-54
-83,-80,-76,-62,-77,-67,-59,-80,-84,-57
-79,-94,-83,-70,-73,-69,-64,-89,-84,-52
-80,-91,-84,-63,-79,-61,-62,-82,-80,-52
-85,-83,-82,-62,-78,-66,-59,-84,-88,-53
-87,-83,-82,-62,-78,-65,-57,-87,-90,-53
-83,-80,-81,-61,-76,-67,-59,-83,-91,-55
-87,-87,-80,-67,-79,-69,-63,-86,-82,-55
-80,-88,-80,-67,-77,-65,-66,-83,-79,-57
-88,-87,-87,-58,-81,-61,-57,-84,-89,-51
-79,-92,-84,-68,-78,-64,-66,-85,-80,-53
-81,-85,-81,-63,-78,-63,-64,-79,-78,-56
-86,-83,-80,-63,-80,-63,-58,-81,-80,-56
-88,-92,-87,-63,-80,-67,-64,-90,-87,-46
-80,-89,-83,-66,-78,-61,-62,-81,-78,-54
-82,-83,-81,-63,-77,-66,-63,-81,-82,-55
-83,-92,-88,-67,-77,-68,-67,-86,-82,-50
-84,-88,-89,-59,-81,-58,-60,-84,-86,-50
-80,-83,-81,-64,-76,-66,-62,-81,-84,-57
-82,-82,-82,-61,-76,-66,-61,-82,-87,-56
-82,-89,-85,-66,-78,-65,-66,-83,-79,-53
-86,-84,-85,-60,-78,-65,-58,-86,-93,-53
-81,-81,-82,-64,-74,-67,-59,-84,-88,-55
-81,-88,-84,-68,-76,-68,-68,-86,-81,-54
-79,-88,-82,-66,-78,-62,-66,-81,-76,-56
-78,-93,-87,-62,-80,-59,-65,-80,-80,-52
-81,-98,-93,-61,-82,-58,-66,-84,-83,-46
-83,-83,-80,-63,-76,-68,-60,-84,-87,-54
-82,-83,-82,-63,-78,-64,-62,-80,-82,-57
-80,-82,-78,-66,-76,-68,-64,-81,-81,-59
-85,-86,-89,-63,-80,-62,-64,-84,-82,-52
-82,-91,-85,-65,-77,-63,-59,-86,-85,-51
-88,-86,-79,-65,-78,-70,-60,-89,-89,-52
-84,-81,-81,-63,-77,-66,-60,-82,-83,-55
-84,-83,-76,-63,-81,-63,-61,-77,-76,-59
-79,-91,-83,-65,-75,-67,-64,-84,-85,-54
-84,-88,-81,-67,-79,-66,-64,-83,-79,-55
-84,-91,-86,-60,-81,-61,-62,-84,-86,-50
-80,-96,-85,-69,-75,-66,-63,-89,-85,-50
-80,-96,-91,-65,-74,-70,-66,-90,-90,-47
-88,-91,-93,-58,-79,-60,-54,-89,-95,-46
-77,-89,-85,-67,-76,-63,-68,-82,-79,-55
-80,-87,-81,-67,-75,-67,-63,-84,-82,-56
