WAP006,WAP008,WAP010,WAP011,WAP012,WAP015,WAP016,WAP017,WAP021,WAP022,WAP023,WAP027,WAP028,WAP029,WAP030,WAP035,WAP036,WAP037,WAP038,WAP045,WAP046,WAP049,WAP050,WAP055,WAP056,WAP059,WAP077,WAP078,WAP082,WAP083,WAP084,WAP085,WAP086,WAP088,WAP089,WAP090,WAP091,WAP101,WAP102,WAP103,WAP104,WAP105,WAP106,WAP107,WAP108,WAP109,WAP110,WAP111,WAP112,WAP113,WAP114,WAP115,WAP116,WAP119,WAP120,WAP121,WAP123,WAP124,WAP125,WAP126,WAP127,WAP129,WAP130,WAP131,WAP132,WAP133,WAP134,WAP135,WAP136,WAP137,WAP140,WAP141,WAP142,WAP143,WAP144,WAP145,WAP146,WAP147,WAP148,WAP149,WAP150,WAP151,WAP155,WAP156,WAP164,WAP165,WAP166,WAP167,WAP168,WAP169,WAP170,WAP171,WAP172,WAP173,WAP174,WAP175,WAP176,WAP177,WAP178,WAP179,WAP180,WAP181,WAP182,WAP183,WAP184,WAP185,WAP186,WAP187,WAP188,WAP189,WAP191,WAP192,WAP198,WAP206,WAP222,WAP223,WAP248,WAP255,WAP256,WAP257,WAP258,WAP259,WAP260,WAP261,WAP262,WAP263,WAP268,WAP274,WAP278,WAP282,WAP284,WAP286,WAP288,WAP289,WAP294,WAP295,WAP308,WAP310,WAP311,WAP312,WAP313,WAP314,WAP315,WAP316,WAP317,WAP318,WAP329,WAP334,WAP338,WAP340,WAP342,WAP343,WAP344,WAP345,WAP350,WAP351,WAP362,WAP364,WAP366,WAP367,WAP368,WAP369,WAP370,WAP371,WAP372,WAP373,WAP374,WAP375,WAP386,WAP390,WAP394,WAP396,WAP398,WAP400,WAP401,WAP404,WAP405,WAP407,WAP413,WAP415,WAP418,WAP432,WAP446,WAP449,WAP454,WAP468,WAP478,WAP489,WAP490,WAP503,X,Y,D_score,zone_x,zone_y,zone_id
-86,-97,-58,-57,-83,-53,-61,-89,-77,-66,-82,-95,-56,-70,-66,-49,-65,-51,-56,-60,-100,-60,-80,-58,-52,-54,-92,-90,-88,-91,-95,-68,-89,-98,-58,-63,-71,-96,-61,-102,-74,-82,-74,-82,-57,-95,-68,-57,-84,-96,-97,-69,-91,-54,-84,-67,-60,-90,-86,-88,-66,-63,-59,-59,-82,-90,-88,-49,-52,-82,-52,-93,-79,-60,-96,-97,-71,-69,-69,-89,-91,-54,-76,-88,-75,-61,-67,-69,-69,-63,-90,-70,-54,-63,-59,-93,-97,-94,-93,-64,-51,-91,-79,-82,-53,-59,-92,-87,-61,-62,-51,-75,-56,-77,-54,-99,-93,-96,-99,-81,-75,-61,-97,-62,-53,-55,-87,-81,-78,-83,-59,-102,-57,-66,-62,-91,-60,-87,-58,-69,-92,-52,-49,-97,-61,-91,-63,-96,-98,-94,-71,-86,-91,-60,-95,-61,-92,-59,-53,-94,-60,-92,-96,-55,-57,-55,-81,-74,-86,-101,-67,-56,-65,-92,-68,-94,-95,-98,-87,-56,-85,-49,-93,-84,-55,-55,-66,-58,-92,-86,-5528.1226,3384381.2,0.9979806,-2765,9,-27641
-93,-95,-65,-53,-92,-49,-56,-93,-67,-54,-84,-97,-58,-74,-56,-52,-52,-55,-48,-51,-101,-55,-83,-54,-48,-58,-102,-92,-107,-96,-99,-71,-102,-96,-57,-73,-59,-93,-76,-91,-76,-86,-83,-85,-56,-98,-63,-67,-80,-94,-95,-64,-94,-51,-74,-71,-51,-94,-91,-99,-57,-67,-58,-57,-93,-81,-97,-53,-64,-88,-46,-97,-70,-58,-95,-100,-64,-77,-60,-104,-93,-47,-79,-89,-77,-59,-54,-63,-62,-57,-88,-61,-42,-59,-63,-89,-90,-91,-95,-59,-63,-87,-80,-84,-64,-60,-90,-92,-56,-63,-54,-75,-54,-69,-60,-92,-99,-90,-94,-96,-73,-57,-95,-55,-51,-58,-93,-87,-82,-87,-55,-92,-63,-55,-52,-82,-64,-90,-63,-72,-88,-56,-54,-91,-56,-99,-55,-96,-92,-102,-72,-85,-110,-55,-96,-46,-94,-53,-44,-103,-58,-98,-91,-62,-55,-54,-82,-80,-92,-101,-48,-60,-51,-84,-57,-105,-97,-96,-101,-57,-92,-56,-93,-88,-51,-53,-63,-52,-98,-97,-5527.4663,3382990.2,1.0,-2764,9,-27631
-91,-92,-63,-60,-86,-53,-56,-93,-73,-62,-85,-92,-52,-72,-56,-56,-61,-44,-53,-51,-106,-62,-80,-61,-54,-51,-93,-85,-90,-97,-99,-66,-98,-105,-58,-66,-71,-94,-70,-95,-75,-81,-73,-75,-47,-95,-61,-59,-90,-93,-107,-70,-90,-41,-78,-68,-61,-97,-97,-94,-61,-62,-50,-63,-95,-90,-89,-53,-51,-84,-50,-105,-74,-56,-102,-100,-70,-81,-64,-94,-87,-52,-73,-99,-71,-61,-57,-69,-59,-55,-94,-64,-41,-53,-59,-79,-89,-97,-98,-64,-55,-93,-88,-82,-59,-60,-88,-91,-54,-69,-50,-73,-52,-76,-53,-103,-100,-90,-98,-90,-74,-64,-103,-65,-45,-56,-94,-89,-82,-88,-51,-99,-56,-58,-55,-92,-58,-88,-50,-68,-91,-54,-49,-94,-61,-100,-58,-90,-97,-105,-75,-84,-102,-47,-98,-55,-94,-54,-44,-96,-56,-98,-95,-55,-61,-49,-84,-78,-93,-105,-55,-54,-64,-89,-63,-98,-92,-92,-95,-54,-90,-46,-92,-90,-58,-52,-70,-51,-96,-92,-5527.107,3382988.5,1.0,-2764,9,-27631
-91,-99,-62,-54,-90,-54,-56,-93,-65,-56,-80,-93,-61,-75,-62,-49,-57,-56,-54,-57,-98,-54,-83,-54,-49,-56,-98,-92,-99,-91,-99,-70,-93,-95,-58,-67,-62,-94,-73,-95,-79,-86,-79,-89,-57,-98,-64,-62,-77,-93,-92,-66,-95,-53,-82,-68,-54,-90,-86,-94,-61,-66,-60,-57,-85,-83,-95,-51,-63,-85,-46,-92,-76,-62,-95,-100,-71,-72,-66,-96,-88,-47,-73,-87,-75,-64,-57,-66,-70,-60,-84,-69,-51,-63,-63,-95,-94,-87,-95,-64,-61,-90,-73,-82,-55,-60,-90,-90,-61,-64,-55,-76,-55,-69,-55,-95,-98,-92,-93,-88,-70,-54,-95,-57,-50,-58,-88,-78,-81,-84,-62,-95,-61,-59,-60,-90,-64,-87,-63,-71,-90,-57,-52,-94,-59,-93,-60,-98,-93,-97,-70,-83,-105,-60,-94,-50,-91,-55,-52,-101,-61,-93,-89,-59,-55,-59,-78,-74,-91,-105,-56,-63,-60,-88,-62,-102,-93,-97,-96,-57,-93,-53,-92,-84,-55,-56,-66,-55,-96,-95,-5527.1772,3384167.8,0.9999966,-2764,9,-27631
-85,-91,-62,-60,-85,-54,-59,-89,-72,-67,-81,-91,-56,-75,-59,-53,-63,-52,-52,-52,-104,-61,-84,-55,-52,-60,-94,-92,-94,-91,-94,-72,-98,-95,-58,-65,-67,-94,-70,-95,-76,-83,-77,-81,-57,-91,-67,-61,-84,-94,-101,-67,-95,-55,-78,-68,-58,-90,-90,-93,-64,-62,-56,-63,-83,-85,-90,-53,-52,-79,-51,-97,-81,-58,-97,-96,-73,-73,-65,-96,-88,-54,-74,-90,-73,-63,-65,-73,-72,-59,-91,-69,-44,-56,-58,-89,-92,-95,-94,-59,-58,-89,-79,-82,-63,-55,-88,-90,-62,-65,-50,-71,-49,-74,-56,-95,-93,-97,-100,-84,-73,-63,-100,-58,-50,-55,-93,-85,-79,-86,-54,-99,-60,-67,-55,-89,-65,-92,-54,-68,-88,-56,-52,-97,-61,-97,-61,-94,-94,-99,-72,-91,-96,-61,-96,-59,-88,-58,-50,-90,-60,-90,-95,-52,-57,-54,-81,-77,-90,-103,-60,-56,-61,-91,-66,-98,-93,-99,-94,-56,-84,-52,-92,-85,-55,-52,-64,-56,-90,-89,-5527.7085,3383242.2,0.9999649,-2764,9,-27631
-83,-93,-64,-55,-86,-54,-60,-86,-69,-60,-81,-95,-64,-74,-60,-57,-66,-51,-50,-56,-94,-63,-86,-55,-52,-61,-99,-92,-96,-90,-96,-69,-94,-99,-58,-62,-71,-92,-67,-97,-71,-82,-71,-82,-61,-95,-67,-58,-82,-100,-96,-68,-95,-54,-81,-64,-59,-90,-88,-91,-61,-63,-58,-61,-80,-87,-87,-53,-52,-76,-54,-89,-81,-57,-105,-95,-72,-74,-65,-92,-91,-54,-77,-86,-79,-61,-63,-68,-78,-62,-90,-66,-51,-54,-65,-90,-95,-95,-92,-65,-59,-87,-76,-80,-60,-61,-83,-92,-57,-61,-51,-69,-54,-73,-54,-103,-93,-92,-100,-81,-73,-62,-97,-66,-48,-48,-95,-90,-89,-87,-56,-101,-57,-62,-53,-89,-60,-88,-59,-69,-86,-54,-45,-97,-62,-95,-66,-92,-95,-101,-73,-90,-96,-60,-88,-53,-91,-58,-52,-94,-54,-95,-96,-58,-56,-58,-82,-76,-83,-102,-65,-52,-63,-98,-65,-95,-88,-97,-85,-58,-88,-55,-92,-86,-61,-57,-68,-55,-96,-91,-5527.8647,3384905.8,0.9999386,-2764,9,-27631
-88,-92,-64,-60,-82,-52,-61,-89,-80,-69,-85,-95,-55,-69,-60,-55,-64,-47,-55,-59,-101,-63,-76,-65,-57,-53,-93,-85,-86,-97,-93,-67,-92,-102,-59,-67,-74,-92,-61,-94,-71,-81,-73,-74,-51,-93,-65,-61,-88,-95,-103,-69,-83,-48,-78,-70,-63,-96,-91,-86,-64,-64,-54,-63,-91,-91,-84,-54,-54,-82,-57,-100,-72,-56,-97,-92,-67,-76,-66,-87,-90,-59,-81,-96,-76,-57,-63,-67,-60,-59,-93,-64,-48,-59,-61,-83,-90,-99,-91,-65,-52,-91,-89,-84,-59,-63,-89,-87,-54,-65,-52,-75,-57,-81,-56,-102,-92,-89,-98,-89,-78,-66,-98,-66,-53,-54,-90,-87,-80,-84,-56,-99,-58,-60,-59,-87,-54,-84,-55,-71,-90,-54,-50,-93,-63,-95,-59,-87,-98,-98,-76,-82,-92,-50,-95,-61,-95,-58,-47,-93,-61,-95,-93,-58,-65,-49,-83,-79,-86,-98,-62,-54,-65,-89,-64,-92,-93,-91,-88,-59,-87,-52,-95,-87,-58,-54,-69,-55,-94,-86,-5526.9585,3382257.2,0.99992245,-2764,9,-27631
-83,-91,-60,-57,-87,-56,-61,-86,-75,-61,-80,-95,-59,-74,-62,-54,-66,-54,-54,-54,-98,-63,-82,-55,-51,-57,-92,-89,-95,-89,-98,-67,-93,-98,-59,-63,-69,-93,-69,-101,-75,-81,-75,-81,-62,-93,-67,-56,-84,-96,-97,-70,-95,-52,-80,-65,-61,-89,-90,-94,-59,-64,-60,-61,-83,-87,-90,-49,-51,-81,-50,-93,-79,-58,-99,-102,-71,-72,-67,-96,-90,-53,-71,-87,-72,-65,-62,-72,-72,-64,-88,-66,-50,-56,-61,-89,-96,-91,-95,-60,-56,-86,-79,-77,-59,-61,-87,-91,-61,-66,-50,-73,-52,-74,-56,-95,-95,-94,-97,-80,-72,-63,-97,-62,-53,-54,-91,-87,-83,-87,-55,-99,-60,-66,-57,-90,-65,-90,-58,-67,-89,-53,-51,-96,-61,-95,-65,-99,-93,-99,-67,-88,-95,-62,-91,-58,-93,-57,-52,-96,-54,-95,-98,-55,-53,-56,-84,-77,-87,-102,-62,-54,-64,-92,-64,-98,-94,-98,-88,-52,-82,-52,-88,-87,-57,-60,-67,-57,-91,-89,-5526.763,3383487.2,0.9999196,-2764,9,-27631
-89,-91,-66,-58,-88,-53,-63,-89,-76,-64,-81,-97,-58,-74,-58,-52,-58,-56,-52,-56,-100,-60,-77,-62,-52,-55,-95,-89,-98,-94,-95,-67,-95,-97,-60,-72,-64,-89,-69,-94,-75,-82,-80,-81,-58,-94,-66,-63,-82,-94,-96,-66,-89,-51,-76,-72,-58,-93,-90,-92,-59,-70,-58,-61,-90,-82,-91,-52,-60,-86,-53,-96,-70,-54,-91,-97,-65,-73,-65,-97,-92,-54,-78,-93,-74,-59,-61,-68,-63,-62,-87,-62,-47,-62,-62,-87,-91,-92,-91,-60,-57,-86,-85,-82,-61,-63,-90,-90,-56,-66,-52,-76,-53,-76,-60,-92,-95,-89,-95,-91,-75,-61,-95,-57,-57,-58,-91,-85,-79,-85,-57,-94,-66,-62,-56,-82,-61,-85,-61,-72,-89,-56,-57,-92,-60,-96,-59,-95,-92,-94,-72,-81,-98,-58,-92,-58,-97,-54,-47,-99,-62,-94,-92,-59,-60,-51,-82,-80,-90,-97,-54,-59,-58,-83,-59,-100,-95,-95,-94,-56,-86,-57,-94,-86,-51,-58,-66,-57,-91,-90,-5526.349,3381951.8,0.9998417,-2764,9,-27631
-86,-94,-62,-57,-86,-56,-65,-87,-81,-66,-82,-100,-58,-71,-62,-53,-65,-52,-56,-59,-98,-63,-75,-64,-53,-52,-91,-85,-89,-92,-96,-64,-89,-103,-59,-66,-72,-91,-63,-102,-73,-80,-74,-76,-58,-93,-66,-57,-87,-98,-98,-68,-88,-49,-80,-69,-65,-94,-90,-85,-59,-65,-61,-62,-89,-90,-86,-49,-56,-84,-53,-96,-71,-54,-96,-98,-65,-71,-70,-89,-94,-55,-78,-93,-74,-59,-61,-67,-62,-63,-91,-63,-53,-62,-60,-88,-96,-97,-91,-62,-51,-86,-87,-80,-57,-66,-90,-90,-54,-64,-51,-78,-58,-79,-56,-100,-93,-88,-96,-87,-76,-65,-97,-65,-57,-53,-87,-84,-82,-84,-56,-99,-57,-62,-61,-84,-57,-85,-59,-72,-89,-54,-52,-92,-61,-96,-61,-96,-98,-95,-71,-81,-90,-55,-90,-60,-98,-55,-50,-99,-57,-97,-94,-60,-61,-52,-83,-78,-86,-96,-62,-54,-65,-87,-60,-93,-95,-95,-84,-53,-85,-54,-94,-88,-53,-60,-71,-56,-93,-84,-5526.857,3383072.8,0.99971765,-2764,9,-27631
-90,-97,-64,-54,-88,-48,-58,-89,-69,-58,-83,-97,-60,-71,-61,-52,-56,-59,-51,-58,-96,-55,-84,-52,-50,-62,-102,-94,-103,-94,-92,-75,-96,-89,-55,-70,-62,-95,-69,-89,-73,-87,-84,-85,-62,-96,-66,-69,-76,-93,-93,-63,-92,-60,-74,-69,-52,-90,-85,-96,-63,-66,-63,-56,-85,-82,-94,-55,-64,-83,-49,-92,-74,-64,-92,-93,-66,-74,-60,-99,-93,-54,-84,-80,-81,-58,-60,-63,-68,-59,-87,-64,-46,-62,-65,-94,-93,-90,-91,-60,-64,-87,-75,-86,-63,-59,-90,-88,-62,-59,-58,-75,-58,-71,-62,-89,-91,-92,-93,-91,-75,-58,-89,-55,-56,-59,-89,-85,-80,-83,-61,-92,-63,-59,-56,-83,-66,-91,-66,-71,-89,-54,-54,-91,-58,-93,-57,-94,-93,-98,-71,-88,-102,-60,-96,-51,-88,-61,-49,-97,-60,-94,-89,-63,-54,-58,-80,-80,-85,-99,-56,-61,-53,-87,-62,-100,-98,-95,-97,-65,-89,-59,-91,-85,-55,-52,-58,-55,-96,-93,-5526.732,3382155.8,0.9996353,-2764,9,-27631
-87,-96,-68,-56,-90,-58,-56,-92,-61,-58,-81,-92,-63,-79,-56,-58,-63,-48,-53,-53,-98,-58,-85,-59,-54,-58,-100,-89,-92,-92,-98,-70,-93,-102,-59,-63,-70,-93,-73,-92,-77,-86,-70,-82,-51,-95,-61,-60,-82,-96,-98,-66,-94,-49,-82,-66,-61,-94,-90,-88,-61,-60,-55,-64,-86,-87,-90,-55,-59,-78,-49,-96,-77,-57,-106,-95,-76,-78,-66,-89,-84,-50,-71,-93,-76,-63,-53,-66,-71,-56,-89,-68,-47,-56,-65,-89,-93,-94,-93,-67,-63,-91,-75,-82,-59,-60,-82,-92,-54,-67,-54,-72,-54,-70,-51,-106,-97,-87,-94,-89,-69,-57,-100,-68,-41,-50,-92,-84,-89,-86,-58,-97,-56,-55,-58,-92,-59,-86,-56,-71,-86,-60,-45,-93,-64,-98,-61,-90,-99,-105,-76,-85,-104,-51,-90,-46,-89,-54,-51,-98,-57,-95,-86,-60,-61,-58,-76,-74,-89,-109,-57,-56,-66,-94,-61,-96,-85,-94,-93,-59,-98,-53,-96,-87,-62,-55,-73,-49,-100,-94,-5525.06,3383526.8,1.0,-2763,9,-27621
-91,-92,-62,-60,-86,-53,-55,-93,-71,-59,-81,-88,-55,-72,-60,-53,-59,-50,-56,-53,-104,-59,-81,-58,-53,-52,-93,-88,-95,-96,-99,-67,-95,-99,-59,-67,-66,-94,-73,-93,-78,-82,-77,-81,-50,-96,-64,-60,-83,-89,-102,-71,-91,-44,-79,-67,-56,-93,-95,-99,-62,-67,-52,-60,-90,-85,-93,-53,-53,-85,-49,-100,-76,-61,-95,-102,-74,-78,-63,-98,-83,-52,-69,-94,-69,-64,-59,-70,-63,-59,-87,-67,-45,-57,-62,-82,-89,-88,-99,-64,-57,-94,-82,-81,-57,-60,-89,-88,-62,-72,-52,-73,-50,-73,-56,-94,-101,-92,-96,-87,-71,-59,-99,-60,-48,-61,-92,-85,-79,-87,-57,-96,-63,-61,-56,-94,-63,-86,-55,-66,-93,-54,-54,-94,-61,-94,-60,-93,-91,-100,-71,-84,-105,-53,-98,-56,-92,-56,-47,-95,-60,-94,-94,-55,-57,-53,-83,-77,-94,-106,-53,-60,-63,-87,-66,-103,-92,-93,-99,-55,-88,-46,-88,-87,-58,-55,-66,-55,-93,-96,-5525.857,3382315.2,1.0,-2763,9,-27621
-91,-94,-64,-56,-88,-51,-64,-90,-79,-64,-84,-102,-56,-71,-59,-51,-57,-57,-53,-57,-100,-59,-74,-63,-51,-54,-95,-86,-98,-95,-95,-67,-95,-98,-58,-73,-63,-90,-67,-96,-74,-83,-82,-79,-58,-94,-65,-64,-84,-95,-97,-65,-87,-51,-74,-73,-58,-95,-90,-90,-58,-68,-62,-59,-94,-85,-92,-51,-64,-89,-51,-98,-65,-54,-89,-98,-59,-73,-65,-97,-97,-53,-82,-92,-75,-57,-58,-63,-56,-60,-89,-59,-47,-64,-60,-88,-92,-95,-90,-58,-55,-84,-88,-83,-61,-65,-93,-90,-54,-63,-53,-80,-58,-77,-62,-92,-94,-87,-93,-95,-77,-63,-94,-57,-60,-59,-88,-84,-78,-84,-56,-93,-62,-59,-58,-77,-61,-87,-63,-74,-90,-55,-58,-89,-58,-98,-55,-97,-94,-95,-70,-79,-98,-55,-94,-57,-99,-54,-45,-103,-60,-98,-92,-62,-60,-50,-83,-82,-89,-93,-53,-58,-56,-80,-56,-98,-101,-94,-93,-56,-86,-58,-95,-88,-48,-57,-66,-55,-93,-88,-5525.3413,3380791.0,0.99999934,-2763,9,-27621
-91,-94,-63,-56,-86,-48,-61,-89,-78,-60,-85,-99,-57,-67,-62,-54,-58,-54,-53,-60,-96,-60,-76,-61,-53,-54,-96,-86,-96,-97,-95,-67,-93,-98,-57,-71,-67,-91,-65,-93,-70,-81,-80,-78,-57,-97,-65,-65,-83,-94,-96,-68,-85,-49,-75,-70,-57,-94,-90,-94,-61,-69,-60,-56,-93,-86,-89,-53,-60,-87,-54,-96,-68,-60,-92,-97,-61,-77,-62,-95,-95,-56,-84,-89,-78,-56,-60,-62,-57,-61,-89,-60,-50,-62,-65,-85,-91,-92,-92,-64,-56,-88,-87,-83,-59,-66,-91,-87,-56,-63,-55,-78,-60,-77,-62,-94,-94,-87,-93,-92,-78,-63,-91,-62,-58,-59,-89,-88,-80,-85,-59,-94,-62,-57,-57,-83,-58,-85,-64,-71,-91,-52,-54,-90,-59,-93,-57,-92,-93,-96,-72,-81,-98,-52,-94,-56,-97,-58,-46,-99,-58,-99,-93,-64,-59,-53,-85,-82,-85,-94,-57,-58,-58,-84,-61,-97,-98,-90,-91,-60,-87,-55,-90,-88,-55,-56,-65,-56,-96,-91,-5525.8726,3381413.2,0.9999844,-2763,9,-27621
-89,-94,-60,-57,-86,-50,-57,-90,-73,-60,-81,-92,-56,-70,-62,-51,-59,-55,-54,-56,-100,-58,-83,-54,-51,-57,-96,-92,-98,-94,-95,-71,-95,-93,-56,-67,-65,-96,-69,-93,-75,-83,-81,-83,-58,-95,-66,-63,-80,-91,-98,-68,-92,-53,-77,-67,-54,-90,-89,-98,-64,-66,-59,-57,-85,-84,-93,-52,-55,-84,-50,-95,-77,-63,-93,-98,-70,-74,-62,-98,-89,-54,-76,-85,-75,-61,-63,-68,-68,-61,-87,-66,-47,-60,-62,-89,-93,-89,-95,-61,-58,-91,-78,-83,-59,-58,-90,-87,-65,-65,-54,-74,-53,-74,-59,-90,-95,-95,-96,-86,-73,-60,-94,-57,-54,-60,-90,-85,-78,-85,-59,-96,-64,-63,-56,-90,-65,-90,-60,-67,-92,-52,-54,-94,-59,-93,-60,-95,-92,-98,-69,-88,-100,-60,-97,-57,-90,-60,-49,-94,-60,-93,-94,-57,-54,-55,-83,-78,-88,-102,-58,-59,-59,-88,-66,-101,-97,-96,-96,-59,-85,-51,-88,-86,-56,-54,-60,-57,-92,-93,-5524.8726,3381379.0,0.9999754,-2763,9,-27621
-88,-97,-66,-53,-93,-56,-59,-90,-66,-54,-80,-98,-64,-76,-60,-54,-59,-59,-55,-57,-94,-56,-81,-58,-50,-58,-99,-88,-100,-91,-97,-69,-91,-95,-58,-68,-63,-93,-73,-92,-78,-86,-80,-84,-60,-96,-63,-63,-77,-94,-92,-65,-92,-52,-78,-68,-58,-91,-87,-92,-57,-65,-65,-60,-88,-83,-95,-52,-67,-85,-46,-92,-70,-60,-95,-99,-68,-74,-65,-96,-90,-51,-75,-85,-76,-62,-51,-63,-66,-60,-84,-63,-50,-63,-66,-92,-95,-87,-92,-63,-63,-86,-75,-81,-60,-64,-86,-90,-58,-66,-57,-79,-58,-69,-59,-93,-96,-85,-88,-91,-70,-57,-91,-61,-54,-57,-86,-82,-85,-84,-62,-91,-62,-56,-60,-84,-65,-87,-66,-72,-88,-57,-54,-89,-61,-96,-59,-99,-94,-100,-68,-81,-104,-56,-89,-48,-92,-55,-52,-104,-56,-98,-86,-66,-56,-59,-78,-79,-87,-102,-53,-61,-60,-86,-57,-100,-94,-94,-94,-59,-92,-58,-91,-87,-56,-60,-67,-53,-98,-95,-5524.3335,3382151.8,0.9997799,-2763,9,-27621
-83,-90,-62,-58,-83,-50,-59,-85,-74,-62,-83,-92,-60,-70,-62,-57,-66,-50,-50,-57,-95,-64,-85,-54,-54,-61,-97,-93,-94,-93,-93,-70,-94,-97,-58,-62,-73,-93,-65,-94,-68,-81,-72,-79,-60,-94,-68,-60,-83,-97,-99,-70,-91,-54,-78,-64,-57,-90,-89,-95,-65,-64,-56,-59,-80,-87,-86,-55,-47,-76,-58,-91,-82,-61,-103,-93,-72,-76,-62,-92,-90,-59,-80,-85,-80,-60,-68,-69,-76,-62,-91,-67,-49,-52,-66,-86,-92,-95,-93,-65,-57,-89,-79,-81,-61,-60,-84,-88,-61,-62,-52,-68,-53,-76,-56,-99,-91,-95,-101,-80,-76,-65,-95,-65,-50,-51,-96,-94,-85,-88,-56,-101,-59,-64,-51,-92,-60,-89,-58,-65,-88,-50,-45,-98,-62,-92,-67,-89,-93,-100,-74,-93,-93,-59,-92,-58,-89,-62,-50,-88,-55,-93,-99,-56,-56,-56,-84,-77,-82,-101,-67,-51,-63,-98,-70,-94,-90,-95,-86,-61,-84,-53,-88,-86,-63,-55,-63,-57,-94,-91,-5525.2085,3382134.8,0.9971257,-2763,9,-27621
-88,-98,-62,-55,-87,-51,-60,-89,-71,-63,-83,-97,-59,-72,-62,-50,-59,-58,-53,-59,-98,-56,-83,-55,-51,-61,-99,-93,-97,-92,-91,-74,-93,-90,-56,-68,-64,-96,-66,-93,-75,-87,-81,-84,-61,-93,-66,-66,-78,-94,-94,-63,-92,-61,-77,-70,-56,-90,-83,-90,-65,-63,-63,-59,-83,-85,-92,-53,-63,-82,-50,-93,-75,-61,-92,-93,-67,-70,-64,-94,-93,-54,-82,-83,-80,-59,-62,-65,-69,-60,-89,-67,-48,-64,-61,-97,-96,-93,-89,-59,-61,-87,-75,-86,-61,-57,-90,-88,-62,-59,-56,-77,-58,-73,-60,-92,-89,-94,-95,-89,-74,-59,-92,-56,-56,-57,-86,-81,-78,-81,-60,-95,-60,-62,-60,-83,-65,-91,-63,-72,-89,-56,-53,-92,-59,-94,-58,-95,-96,-96,-71,-88,-96,-61,-95,-55,-88,-60,-51,-96,-62,-92,-89,-60,-57,-57,-78,-77,-86,-99,-60,-59,-56,-88,-62,-96,-98,-98,-94,-63,-88,-58,-94,-84,-53,-52,-61,-56,-94,-88,-5525.3647,3381557.5,0.9786581,-2763,9,-27621
-89,-96,-57,-56,-85,-48,-57,-88,-75,-60,-82,-94,-55,-67,-67,-48,-59,-59,-56,-60,-99,-56,-83,-51,-49,-58,-95,-93,-98,-93,-92,-73,-92,-87,-54,-67,-64,-99,-66,-94,-75,-84,-84,-84,-62,-94,-68,-64,-77,-90,-96,-67,-92,-58,-77,-67,-53,-87,-85,-99,-66,-64,-64,-55,-82,-85,-94,-51,-56,-84,-48,-93,-78,-68,-88,-98,-70,-70,-62,-99,-91,-56,-78,-79,-76,-61,-65,-68,-68,-63,-87,-67,-50,-64,-61,-93,-96,-87,-95,-59,-58,-91,-75,-84,-58,-57,-92,-84,-70,-63,-56,-76,-56,-74,-62,-85,-92,-98,-94,-84,-74,-60,-90,-54,-59,-63,-85,-83,-74,-83,-62,-95,-64,-65,-60,-90,-69,-93,-63,-66,-94,-50,-55,-94,-58,-90,-59,-99,-92,-95,-66,-90,-96,-63,-100,-60,-87,-64,-51,-93,-61,-93,-94,-57,-50,-58,-83,-78,-86,-101,-61,-61,-57,-88,-69,-101,-102,-97,-96,-62,-81,-52,-85,-84,-55,-52,-55,-59,-90,-91,-5525.232,3381170.8,0.9068057,-2763,9,-27621
-89,-97,-55,-57,-84,-49,-58,-90,-78,-63,-82,-94,-53,-67,-67,-46,-59,-57,-57,-60,-101,-56,-81,-53,-50,-56,-93,-92,-95,-93,-93,-72,-91,-90,-55,-67,-65,-99,-64,-97,-76,-84,-83,-84,-60,-94,-68,-63,-79,-90,-96,-68,-91,-57,-79,-68,-54,-88,-85,-97,-67,-65,-62,-55,-82,-86,-93,-50,-55,-85,-49,-94,-78,-66,-88,-98,-69,-69,-64,-97,-91,-55,-78,-82,-75,-61,-67,-69,-67,-63,-88,-69,-50,-65,-59,-94,-95,-88,-95,-60,-55,-92,-77,-84,-55,-56,-95,-84,-68,-62,-55,-76,-56,-75,-60,-87,-92,-99,-96,-84,-75,-60,-92,-54,-59,-63,-85,-80,-72,-82,-61,-97,-63,-67,-61,-90,-67,-91,-61,-67,-95,-50,-55,-95,-58,-89,-59,-98,-93,-93,-67,-88,-95,-63,-101,-62,-88,-62,-51,-93,-63,-91,-95,-55,-52,-56,-83,-77,-88,-100,-62,-61,-58,-87,-69,-100,-102,-97,-95,-60,-81,-50,-87,-83,-53,-52,-57,-60,-89,-90,-5524.685,3380780.8,0.8876166,-2763,9,-27621
