WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,LONGITUDE,LATITUDE
-54,-95,-64,-84,-62,-93,-72,-96,-97,-63,9.711132,10.269508
-52,-93,-55,-92,-64,-93,-71,-93,-94,-71,10.385808,8.999881
-52,-95,-65,-89,-62,-89,-66,-96,-98,-64,12.515163,9.290055
-47,-98,-59,-89,-60,-85,-68,-100,-99,-63,11.3639765,10.666564
-53,-96,-61,-87,-65,-95,-71,-91,-95,-66,9.320157,8.533284
-54,-96,-63,-94,-65,-95,-68,-94,-91,-71,11.756524,8.860269
-59,-92,-63,-88,-63,-92,-71,-98,-93,-69,10.943686,10.302632
-50,-95,-50,-94,-56,-93,-74,-110,-101,-65,11.675659,12.219034
-50,-95,-55,-100,-60,-95,-72,-102,-94,-71,12.642371,10.996765
-54,-99,-63,-93,-65,-96,-70,-96,-91,-70,10.700577,9.426226
-55,-98,-64,-93,-65,-93,-70,-95,-90,-72,10.833226,9.7231455
-55,-103,-66,-84,-69,-93,-69,-96,-86,-69,7.8758454,9.717952
-56,-97,-60,-83,-65,-96,-72,-94,-93,-66,7.8115735,9.05783
-45,-106,-62,-92,-64,-102,-69,-93,-94,-65,9.435697,8.521683
-50,-95,-58,-92,-62,-88,-69,-101,-96,-65,11.951788,10.466655
-51,-96,-64,-91,-64,-87,-67,-95,-95,-65,12.075654,9.329217
-53,-100,-54,-91,-65,-100,-71,-95,-92,-73,8.546165,8.5623255
-56,-100,-62,-88,-68,-99,-68,-93,-87,-72,8.791272,8.167672
-49,-97,-55,-93,-65,-89,-72,-93,-93,-71,9.659193,9.556448
-57,-101,-69,-84,-61,-95,-68,-102,-97,-66,10.584857,10.679946
-53,-106,-62,-87,-67,-99,-70,-91,-89,-70,7.092557,8.168293
-51,-97,-62,-88,-64,-94,-69,-92,-96,-65,10.21002,8.590032
-56,-93,-61,-85,-67,-87,-76,-92,-91,-67,8.011851,10.330437
-57,-95,-59,-92,-65,-93,-73,-94,-90,-74,9.671978,9.733968
-58,-93,-59,-89,-67,-95,-72,-93,-88,-72,9.18927,9.04148
-56,-95,-60,-91,-63,-88,-74,-104,-91,-69,10.588917,12.094127
-46,-99,-56,-95,-63,-90,-70,-95,-94,-69,10.716228,9.728378
-56,-99,-60,-80,-68,-97,-74,-90,-90,-67,5.5597982,8.680716
-52,-97,-59,-85,-65,-88,-71,-94,-93,-66,8.553639,9.660455
-53,-102,-56,-91,-66,-102,-71,-94,-87,-73,7.8213696,8.584817
-49,-97,-53,-89,-63,-92,-70,-96,-97,-67,9.538223,9.097598
-54,-101,-60,-94,-65,-101,-67,-91,-91,-75,10.242091,7.4295635
-48,-105,-56,-89,-63,-107,-72,-94,-93,-66,7.303852,8.448235
-54,-92,-56,-92,-61,-90,-73,-101,-95,-69,11.163273,11.179894
-55,-96,-58,-91,-63,-95,-71,-96,-95,-72,10.282216,9.441839
-48,-96,-56,-100,-57,-92,-73,-105,-97,-68,13.092452,12.214094
-58,-98,-68,-88,-63,-95,-68,-97,-93,-70,11.03846,9.770045
-52,-104,-63,-91,-67,-100,-69,-86,-91,-71,8.523885,6.994633
-55,-101,-66,-91,-67,-98,-69,-91,-88,-71,9.62671,8.398598
-57,-96,-65,-89,-65,-88,-72,-99,-90,-70,10.3493,11.268101
-53,-99,-68,-86,-64,-91,-65,-98,-95,-64,11.4855385,9.478484
-52,-102,-62,-88,-65,-97,-68,-106,-90,-65,10.127595,10.755838
-47,-100,-49,-98,-62,-97,-72,-95,-95,-73,9.841256,8.940636
-50,-100,-53,-93,-62,-101,-69,-97,-95,-71,9.916778,8.593713
-54,-98,-61,-83,-63,-95,-73,-110,-92,-61,9.352039,12.086385
-58,-97,-65,-88,-66,-93,-70,-93,-88,-71,9.486926,9.312149
-49,-105,-66,-92,-66,-98,-68,-89,-92,-68,9.713292,7.917818
-57,-92,-62,-90,-60,-93,-69,-101,-98,-67,12.578517,10.247336
-46,-98,-51,-96,-63,-92,-71,-98,-93,-69,10.3987255,9.854711
-49,-96,-62,-90,-65,-83,-69,-98,-92,-65,11.200396,10.804205
-53,-96,-63,-92,-65,-89,-69,-94,-92,-69,11.256691,9.462236
-50,-102,-50,-97,-61,-98,-74,-100,-94,-74,9.223552,10.228232
-53,-99,-63,-93,-67,-91,-69,-97,-88,-72,10.756651,10.014098
-57,-93,-63,-93,-65,-90,-72,-94,-91,-71,11.201409,9.861933
-51,-104,-55,-90,-62,-101,-68,-97,-94,-71,8.80149,8.50294
-59,-96,-67,-87,-67,-92,-72,-89,-90,-71,9.080672,9.007873
-60,-88,-62,-91,-63,-94,-71,-98,-93,-71,12.231359,10.147273
-48,-101,-63,-93,-63,-91,-65,-97,-95,-66,12.13071,9.147092
-54,-99,-61,-92,-64,-98,-68,-101,-91,-70,11.075169,9.776375
-55,-94,-63,-83,-67,-88,-70,-104,-89,-63,9.868401,11.463274
-55,-95,-56,-93,-61,-98,-73,-107,-93,-70,11.111145,11.667346
-47,-107,-67,-82,-67,-97,-68,-100,-90,-60,8.0011835,10.290991
-53,-91,-60,-86,-62,-85,-70,-99,-98,-62,11.310525,10.480928
-51,-97,-61,-98,-62,-92,-70,-96,-93,-71,12.355715,9.99079
-48,-99,-55,-93,-63,-96,-68,-95,-95,-68,10.511443,8.45436
-47,-103,-55,-102,-60,-100,-70,-99,-94,-73,11.7654295,9.7026
-57,-93,-65,-86,-67,-90,-73,-89,-91,-68,9.105513,9.270098
-57,-94,-65,-93,-64,-96,-71,-94,-91,-70,11.46103,9.478562
-51,-101,-53,-94,-64,-101,-71,-99,-91,-73,9.271405,9.3862295
-52,-102,-67,-89,-67,-95,-68,-97,-89,-66,10.105657,9.593521
-48,-101,-66,-84,-64,-95,-72,-99,-93,-59,8.868253,11.126735
-49,-101,-62,-87,-64,-88,-67,-104,-92,-64,10.490176,11.151339
-59,-93,-62,-91,-66,-96,-70,-96,-89,-72,10.870588,9.26377
-58,-92,-62,-89,-66,-92,-71,-90,-92,-72,10.167761,8.70162
-52,-101,-55,-93,-66,-100,-70,-89,-92,-74,8.630428,7.2229652
-53,-101,-60,-85,-66,-94,-71,-95,-92,-68,7.8200994,9.37884
-51,-101,-65,-91,-66,-96,-68,-96,-90,-68,10.525685,9.425221
-57,-92,-59,-94,-62,-96,-72,-101,-93,-72,11.911104,10.699617
-49,-92,-51,-99,-55,-91,-75,-110,-101,-66,13.477889,12.808769
-56,-97,-64,-83,-68,-95,-74,-91,-89,-67,7.232905,9.477288
-56,-90,-59,-85,-63,-88,-72,-105,-94,-63,10.738172,11.722998
-50,-99,-57,-98,-63,-104,-69,-93,-93,-72,11.239865,7.958032
-55,-97,-58,-91,-61,-94,-74,-107,-94,-68,10.525065,12.00507
-56,-91,-62,-90,-64,-94,-72,-93,-94,-68,10.940901,9.377513
-50,-104,-56,-87,-62,-100,-69,-96,-96,-68,8.1616745,8.6234045
-50,-91,-61,-86,-63,-82,-70,-101,-96,-61,11.54588,11.533123
-55,-97,-64,-95,-64,-97,-69,-94,-92,-71,11.795299,8.867563
-54,-97,-65,-88,-64,-93,-69,-96,-93,-66,10.632634,9.664287
-51,-100,-58,-81,-66,-97,-73,-91,-95,-63,6.3098884,8.519511
-44,-108,-62,-86,-66,-101,-68,-98,-91,-62,8.030031,9.415495
-55,-93,-59,-100,-61,-98,-71,-95,-96,-74,13.140421,9.142653
-55,-98,-58,-87,-65,-97,-73,-93,-91,-71,7.795797,9.24936
-57,-102,-65,-86,-68,-98,-68,-94,-86,-71,8.330692,8.628647
-50,-97,-59,-91,-64,-93,-68,-97,-92,-67,10.829416,9.454333
-50,-103,-60,-81,-68,-94,-71,-97,-90,-63,6.5464625,9.736556
-40,-109,-62,-83,-62,-102,-71,-103,-97,-55,7.726405,11.111508
-57,-95,-62,-93,-67,-95,-71,-89,-89,-75,10.136261,8.412227
-52,-100,-55,-87,-66,-96,-73,-93,-92,-69,7.1801095,8.869222
-44,-110,-57,-93,-62,-109,-68,-93,-97,-66,8.705079,7.243969
-59,-96,-66,-87,-67,-88,-72,-97,-87,-71,9.439351,10.895293
-47,-110,-60,-86,-62,-107,-70,-93,-96,-66,6.8624835,8.280815
-56,-90,-59,-88,-64,-87,-72,-102,-93,-66,11.060157,11.249256
-57,-96,-62,-86,-70,-92,-73,-89,-86,-72,7.548136,8.977141
-53,-99,-60,-94,-63,-95,-69,-101,-92,-71,11.3667555,10.235006
-54,-99,-57,-93,-66,-100,-72,-88,-91,-75,8.613063,7.7147017
-58,-95,-62,-89,-66,-97,-71,-92,-91,-73,9.63391,8.780377
-54,-100,-61,-87,-61,-102,-71,-98,-96,-68,9.268676,9.72481
-52,-101,-62,-83,-65,-99,-72,-94,-93,-66,7.4126024,9.481855
-48,-102,-64,-94,-61,-100,-70,-96,-96,-65,11.199397,9.594958
-53,-100,-69,-86,-66,-94,-71,-96,-91,-64,9.515346,10.334133
-49,-100,-60,-89,-61,-93,-65,-100,-99,-64,11.61082,9.191794
-58,-87,-60,-94,-62,-94,-71,-96,-95,-71,12.937763,9.651452
-44,-99,-51,-96,-62,-93,-70,-99,-94,-67,10.680111,9.852689
-53,-101,-66,-83,-64,-92,-66,-102,-93,-64,10.0650835,10.394692
-52,-98,-53,-96,-62,-101,-70,-94,-95,-74,10.453281,8.159735
-55,-101,-59,-89,-67,-101,-68,-93,-90,-74,8.733582,7.8259563
-51,-108,-57,-84,-64,-104,-67,-96,-95,-69,7.052175,7.7954254
-51,-104,-58,-86,-61,-103,-68,-98,-96,-67,8.563377,8.793108
-57,-90,-60,-90,-63,-93,-72,-100,-94,-68,11.50887,10.594265
-46,-102,-54,-94,-53,-98,-66,-110,-106,-64,13.151828,10.833996
-53,-95,-60,-93,-63,-96,-68,-92,-96,-71,11.640314,8.223592
-43,-100,-53,-100,-61,-98,-67,-98,-95,-68,12.358225,8.905794
-52,-104,-65,-85,-66,-99,-71,-91,-91,-66,7.4542785,8.741136
-40,-106,-44,-97,-60,-103,-66,-100,-99,-67,10.087561,7.6980257
-52,-98,-64,-88,-64,-93,-70,-99,-94,-63,10.536344,10.212179
-54,-98,-68,-85,-68,-90,-71,-95,-88,-65,9.108242,10.353205
-54,-93,-59,-87,-64,-93,-73,-93,-95,-67,9.378092,9.502931
-47,-92,-56,-93,-58,-84,-71,-105,-102,-62,13.215387,12.0328245
-50,-103,-63,-91,-64,-97,-67,-101,-93,-65,10.899807,9.6364155
-51,-100,-61,-83,-63,-96,-71,-110,-92,-59,9.398287,11.84941
-53,-98,-61,-83,-63,-96,-74,-109,-93,-60,9.143702,12.072677
-52,-96,-60,-87,-61,-98,-73,-106,-96,-62,10.340098,11.761261
-57,-90,-60,-86,-65,-85,-72,-103,-91,-66,10.596821,11.688075
-50,-96,-55,-98,-61,-95,-72,-102,-92,-71,11.762599,11.08305
-45,-97,-53,-100,-60,-97,-67,-101,-96,-67,13.282708,9.386108
-58,-88,-59,-88,-59,-91,-71,-104,-100,-65,12.51059,11.037475
-51,-94,-61,-93,-62,-85,-72,-98,-96,-67,11.873717,11.158923
-54,-92,-59,-88,-65,-89,-72,-94,-94,-68,10.0394945,9.758082
-59,-89,-61,-87,-66,-90,-72,-93,-92,-70,10.190434,9.466811
-56,-94,-60,-90,-66,-95,-74,-93,-90,-70,9.224271,9.567794
-50,-95,-59,-85,-64,-89,-69,-96,-97,-62,10.018394,9.398257
-54,-97,-63,-89,-63,-96,-72,-101,-93,-65,10.412269,10.835723
-47,-110,-57,-84,-59,-103,-65,-101,-101,-63,8.368536,8.458535
-54,-97,-62,-89,-60,-91,-69,-104,-97,-66,11.676767,11.140033
-57,-98,-66,-84,-69,-95,-72,-90,-88,-68,7.748512,8.852985
-52,-106,-58,-89,-66,-101,-69,-90,-91,-72,7.3439736,7.3405304
-52,-103,-63,-92,-67,-101,-69,-88,-89,-70,8.937717,7.345727
-49,-106,-64,-81,-63,-97,-68,-100,-95,-61,8.021772,10.01167
-60,-95,-64,-90,-64,-94,-71,-101,-90,-70,10.910874,10.611378
-50,-95,-66,-82,-62,-86,-66,-103,-98,-58,11.748245,11.115739
-54,-101,-62,-89,-68,-97,-71,-86,-90,-71,7.9133306,7.4604187
-56,-96,-64,-85,-63,-94,-74,-102,-93,-63,9.427423,11.544576
-52,-106,-65,-83,-67,-99,-70,-92,-90,-67,6.787667,8.777022
-40,-96,-43,-98,-58,-94,-69,-105,-100,-64,12.151371,10.167248
-53,-95,-60,-82,-62,-94,-73,-98,-98,-62,8.770712,10.44081
-51,-96,-53,-98,-59,-93,-75,-103,-95,-71,11.252315,11.724233
-50,-99,-59,-100,-61,-102,-69,-97,-94,-70,12.525453,8.94941
-53,-102,-69,-86,-63,-95,-69,-99,-94,-65,10.167588,10.567822
-57,-91,-58,-90,-65,-92,-73,-95,-93,-71,10.228236,9.725482
-50,-90,-56,-88,-62,-82,-73,-99,-97,-63,10.793196,11.382349
-48,-102,-65,-83,-61,-93,-66,-103,-99,-59,10.608483,10.541048
-52,-99,-57,-91,-66,-94,-75,-89,-90,-73,7.6122794,9.243398
-56,-98,-59,-91,-68,-100,-71,-90,-88,-74,8.630955,7.8756905
-50,-93,-63,-84,-64,-86,-66,-101,-96,-59,11.771704,10.324832
-43,-108,-63,-86,-63,-99,-68,-109,-93,-57,9.509279,11.68199
-51,-99,-63,-85,-66,-93,-69,-94,-92,-64,9.03062,9.1681
-49,-102,-61,-81,-63,-96,-71,-96,-97,-60,7.558875,9.588739
-53,-103,-64,-82,-68,-98,-72,-91,-90,-66,6.4320617,8.83501
-43,-110,-63,-91,-63,-105,-65,-97,-94,-64,9.84723,8.496911
-58,-100,-64,-82,-66,-98,-73,-89,-92,-69,6.676809,8.525374
-55,-87,-56,-89,-62,-88,-72,-104,-97,-65,12.085666,11.340924
-53,-106,-59,-85,-65,-104,-71,-96,-90,-68,6.537637,8.799903
-56,-96,-61,-83,-64,-92,-74,-97,-95,-65,8.252974,10.408124
-45,-107,-59,-93,-64,-103,-66,-100,-92,-66,10.154779,8.896117
-42,-98,-56,-92,-54,-84,-68,-110,-106,-58,13.544285,12.608981
-54,-101,-67,-85,-69,-95,-71,-90,-89,-67,7.954293,8.784554
-55,-100,-66,-82,-66,-96,-73,-96,-91,-64,7.638053,10.260357
-48,-96,-53,-95,-63,-98,-68,-100,-92,-68,11.439031,9.303738
-55,-87,-59,-88,-63,-84,-72,-98,-96,-64,11.627786,10.691328
-51,-100,-67,-89,-64,-96,-71,-94,-93,-64,10.024436,9.780354
-51,-92,-57,-88,-58,-87,-70,-107,-101,-61,12.324316,11.845439
-46,-102,-52,-93,-59,-94,-70,-100,-99,-68,10.090668,9.980311
-53,-100,-57,-82,-67,-101,-76,-90,-92,-66,5.261103,8.650294
-53,-102,-68,-83,-64,-94,-68,-102,-92,-63,9.611974,10.872926
-54,-95,-65,-84,-67,-93,-72,-94,-91,-64,8.999236,9.888842
-49,-107,-64,-79,-65,-99,-72,-97,-93,-60,5.9759564,10.057951
-45,-109,-63,-90,-65,-102,-69,-92,-93,-64,8.320564,8.248097
-55,-96,-67,-83,-61,-91,-70,-98,-98,-63,10.419525,10.624013
-51,-96,-60,-88,-62,-88,-69,-98,-96,-66,10.770747,10.294099
-55,-99,-64,-81,-64,-96,-73,-99,-94,-63,7.9205127,10.668644
-50,-100,-56,-94,-60,-95,-70,-108,-96,-67,11.5968895,11.408824
-53,-95,-65,-87,-67,-90,-69,-94,-91,-64,10.411955,9.3461485
-52,-102,-59,-86,-65,-102,-72,-90,-94,-68,7.204049,8.022039
-53,-93,-54,-97,-60,-99,-71,-98,-97,-73,12.170772,9.5012
-50,-101,-59,-94,-63,-102,-68,-91,-94,-70,10.329917,7.591334
-55,-99,-65,-87,-68,-90,-70,-101,-86,-68,9.521278,11.033204
-55,-94,-63,-86,-66,-87,-70,-99,-91,-66,10.324513,10.644901
-46,-95,-52,-88,-61,-88,-68,-101,-100,-62,10.901671,9.908175
-54,-92,-58,-91,-62,-86,-74,-103,-95,-66,11.213836,11.921768
-53,-94,-66,-83,-67,-88,-69,-98,-91,-62,10.191301,10.497174
-57,-94,-65,-86,-64,-93,-74,-98,-92,-65,9.670341,11.005391
-57,-96,-62,-85,-63,-95,-73,-107,-93,-64,9.89572,11.746448
-51,-99,-60,-91,-64,-97,-68,-96,-93,-67,10.524361,8.804023
-50,-95,-60,-86,-61,-91,-69,-106,-98,-59,11.470368,11.281665
-57,-91,-60,-90,-65,-88,-73,-97,-92,-70,10.639522,10.573508
-58,-95,-64,-90,-65,-96,-71,-92,-91,-71,10.180304,8.938315
-52,-96,-59,-87,-65,-93,-68,-97,-94,-66,10.196137,9.124748
-49,-101,-63,-93,-64,-99,-70,-89,-95,-68,10.184292,8.147323
-55,-98,-66,-82,-70,-90,-72,-97,-85,-65,7.7364383,10.727817
-57,-92,-60,-91,-64,-91,-72,-102,-91,-70,11.258544,11.207661
-55,-90,-61,-85,-65,-86,-73,-97,-94,-65,10.064447,10.861814
-54,-95,-61,-91,-65,-87,-72,-101,-91,-69,10.844319,11.424049
-54,-98,-65,-88,-67,-92,-68,-98,-89,-67,10.415368,9.834179
-49,-107,-53,-92,-66,-106,-70,-90,-92,-73,7.0902,6.8595524
-52,-97,-56,-92,-61,-91,-71,-108,-94,-68,11.247407,12.006358
-58,-97,-64,-84,-67,-95,-73,-89,-90,-70,7.5427113,8.864646
-57,-94,-60,-87,-65,-96,-72,-102,-91,-68,9.865245,10.722183
-45,-106,-65,-94,-64,-100,-67,-94,-92,-64,10.677358,8.658427
-56,-95,-66,-82,-67,-90,-72,-101,-89,-63,9.10054,11.434246
-60,-92,-63,-92,-63,-93,-72,-96,-92,-73,11.348672,10.137229
-53,-101,-60,-88,-62,-98,-70,-95,-96,-69,9.156869,9.037403
-50,-93,-56,-88,-58,-87,-70,-110,-101,-60,12.30834,12.294645
-54,-99,-60,-93,-67,-95,-70,-90,-88,-73,9.391283,8.205737
-57,-94,-64,-91,-65,-90,-70,-93,-92,-70,11.105895,9.2473545
-40,-104,-55,-87,-55,-91,-63,-108,-107,-57,12.018203,10.530609
-53,-100,-67,-94,-67,-94,-67,-87,-90,-72,11.012761,7.6606865
-60,-97,-64,-85,-69,-95,-71,-88,-88,-73,7.8236604,8.053027
-46,-107,-56,-80,-63,-101,-72,-96,-98,-59,5.590855,8.93505
-58,-93,-65,-85,-66,-89,-73,-94,-92,-68,9.433383,10.285542
-51,-99,-54,-97,-61,-95,-74,-99,-93,-73,10.165918,10.703596
-58,-92,-67,-85,-67,-90,-72,-93,-90,-67,9.804428,10.017338
-54,-96,-58,-81,-68,-90,-75,-91,-91,-65,6.2023864,9.414187
-50,-104,-66,-87,-66,-98,-69,-93,-92,-65,8.855531,8.861276
-58,-98,-68,-82,-65,-95,-72,-94,-92,-66,8.354921,9.889819
-53,-101,-58,-90,-66,-101,-71,-90,-91,-73,8.081106,7.9707136
-50,-99,-58,-87,-62,-91,-69,-110,-94,-62,10.654122,11.914887
-50,-98,-66,-89,-66,-92,-68,-93,-93,-64,10.852157,9.0523405
-50,-104,-61,-83,-65,-93,-71,-97,-92,-65,7.21479,10.1728945
-52,-98,-56,-94,-60,-90,-74,-108,-95,-68,11.118754,12.406212
-52,-100,-62,-85,-64,-92,-72,-109,-90,-63,9.530632,12.323321
-54,-97,-60,-93,-66,-92,-71,-92,-89,-73,9.890955,9.179991
-49,-96,-56,-92,-60,-92,-69,-108,-97,-65,12.258726,11.613347
-51,-107,-67,-81,-64,-98,-69,-97,-93,-63,7.4703627,9.820976
-51,-98,-65,-83,-62,-89,-65,-103,-97,-60,11.324947,10.464871
-54,-98,-56,-94,-63,-95,-73,-101,-90,-73,9.91399,10.887144
-56,-94,-61,-85,-65,-97,-75,-95,-93,-67,8.445729,10.1343775
-49,-93,-54,-93,-58,-87,-73,-108,-100,-64,12.312867,12.621118
-49,-96,-52,-98,-59,-94,-73,-101,-98,-70,11.696451,10.692144
-53,-95,-59,-88,-62,-90,-69,-106,-95,-64,11.408635,11.23332
-59,-94,-65,-84,-68,-89,-72,-102,-86,-67,9.357984,11.477108
-57,-95,-63,-88,-65,-88,-71,-96,-92,-69,10.151494,10.097444
-56,-95,-60,-90,-61,-98,-73,-99,-97,-69,10.546891,10.321372
-44,-94,-55,-91,-55,-86,-68,-109,-106,-58,13.74583,12.048083
-59,-95,-62,-89,-68,-92,-72,-93,-87,-73,9.112568,9.378422
-48,-90,-55,-91,-61,-81,-71,-104,-98,-62,12.450277,11.897475
-40,-102,-41,-107,-54,-102,-70,-109,-102,-69,13.199347,10.354303
-55,-102,-64,-87,-65,-92,-68,-107,-89,-67,10.121782,11.402114
-47,-110,-58,-91,-64,-106,-69,-90,-92,-70,7.2820387,7.3800974
-57,-93,-59,-88,-67,-89,-75,-91,-90,-72,8.406793,9.77395
-49,-104,-61,-92,-65,-102,-71,-87,-94,-69,8.546262,7.486075
-54,-98,-68,-88,-68,-91,-68,-93,-89,-66,10.361008,9.061857
-41,-110,-59,-86,-63,-107,-70,-94,-96,-61,6.9883385,8.602577
-49,-103,-58,-88,-63,-93,-68,-98,-95,-67,9.260265,9.447699
-47,-106,-64,-88,-66,-98,-68,-101,-90,-63,9.295088,10.141633
-55,-96,-59,-86,-66,-100,-74,-89,-92,-69,7.5497084,8.418005
-52,-96,-65,-90,-65,-93,-71,-90,-95,-65,10.551876,8.798991
-57,-90,-61,-87,-67,-86,-73,-93,-90,-68,9.675813,9.977734
-54,-104,-60,-92,-67,-96,-71,-89,-88,-76,7.872084,8.257893
-51,-99,-48,-97,-61,-106,-73,-98,-95,-75,9.531502,8.938089
-50,-97,-57,-102,-58,-95,-72,-102,-96,-72,13.239317,11.20961
-56,-99,-66,-86,-67,-95,-67,-98,-88,-69,9.909615,9.602964
-55,-99,-68,-81,-66,-93,-71,-102,-90,-62,8.799402,11.403779
-54,-94,-58,-86,-64,-95,-69,-95,-95,-67,9.8305025,8.759013
-47,-105,-55,-101,-64,-104,-67,-93,-91,-74,10.824842,7.3697224
-52,-99,-55,-93,-65,-99,-73,-96,-89,-72,8.766746,9.561203
-52,-98,-62,-83,-66,-89,-73,-99,-91,-63,8.138956,11.173353
-55,-97,-60,-80,-67,-95,-76,-90,-92,-65,5.780181,9.300871
-47,-105,-57,-83,-63,-100,-71,-94,-98,-61,6.8288527,8.478591
-57,-95,-65,-83,-63,-92,-72,-99,-93,-65,9.405737,11.014454
-53,-102,-67,-84,-67,-95,-69,-97,-89,-65,8.673079,9.902963
-55,-95,-68,-90,-65,-93,-71,-91,-93,-67,10.968562,9.320601
-47,-96,-62,-87,-61,-90,-68,-97,-101,-58,11.554197,9.621356
-59,-91,-60,-91,-63,-89,-75,-102,-93,-70,10.983869,11.754537
-56,-96,-60,-86,-66,-98,-73,-95,-90,-69,8.2632265,9.599549
-49,-96,-62,-92,-62,-85,-68,-97,-97,-65,12.311589,10.163142
-55,-91,-59,-89,-62,-90,-71,-103,-95,-67,11.636995,11.27639
-53,-97,-63,-84,-65,-97,-74,-95,-93,-64,8.220043,10.184295
-56,-93,-65,-90,-64,-93,-72,-95,-92,-66,10.984398,10.01088
-50,-99,-56,-87,-63,-102,-74,-100,-94,-65,8.207761,10.397722
-49,-105,-65,-90,-66,-96,-67,-101,-89,-65,10.174539,10.064677
-56,-93,-68,-87,-66,-90,-71,-91,-92,-66,10.525387,9.515565
-55,-98,-62,-89,-65,-93,-69,-93,-92,-71,9.8229065,8.892025
-51,-106,-62,-85,-68,-100,-70,-92,-89,-66,6.754383,8.1964855
-53,-104,-66,-83,-67,-94,-67,-102,-89,-66,8.818714,10.423885
-49,-94,-56,-88,-61,-86,-69,-109,-97,-61,11.835686,12.026212
-51,-103,-62,-82,-70,-94,-72,-96,-85,-66,6.19962,10.195238
-57,-96,-66,-90,-68,-93,-69,-88,-89,-71,10.136608,7.991941
-52,-97,-64,-82,-62,-91,-69,-107,-96,-59,10.519443,11.838685
-52,-93,-54,-99,-58,-94,-73,-104,-99,-71,13.096303,11.350549
-53,-98,-52,-93,-66,-103,-72,-92,-89,-75,8.284485,8.034216
-43,-99,-52,-101,-59,-96,-70,-100,-97,-70,12.436939,10.281281
-49,-94,-58,-85,-63,-91,-69,-96,-99,-60,10.295171,9.141427
-57,-97,-60,-89,-69,-97,-73,-87,-87,-74,7.662724,8.033691
-56,-93,-55,-95,-63,-100,-72,-96,-92,-75,10.795739,9.25636
-53,-93,-55,-101,-60,-101,-70,-100,-95,-74,13.447906,9.636877
-46,-96,-50,-106,-55,-99,-73,-106,-99,-73,13.98095,11.760711
-46,-108,-63,-84,-61,-98,-65,-102,-99,-61,9.542829,9.650817
-58,-93,-58,-87,-63,-91,-73,-108,-92,-67,10.422316,11.889304
-51,-100,-61,-81,-67,-92,-68,-98,-92,-62,8.198053,9.419966
-52,-101,-67,-85,-64,-97,-72,-93,-93,-63,8.535098,9.70635
-45,-91,-50,-93,-56,-86,-71,-110,-103,-60,13.208238,12.473279
-58,-94,-59,-91,-63,-93,-73,-104,-92,-71,10.774378,11.470746
-52,-97,-60,-91,-64,-90,-73,-95,-92,-68,9.684042,10.298871
-53,-94,-54,-93,-63,-97,-71,-97,-94,-71,10.617964,9.261592
-50,-99,-64,-84,-63,-91,-67,-99,-96,-61,10.322413,9.953309
-57,-96,-64,-87,-64,-93,-70,-99,-92,-67,10.328597,10.202206
-51,-100,-56,-98,-63,-96,-72,-95,-90,-74,10.205221,9.589613
-45,-102,-63,-82,-62,-91,-65,-108,-97,-56,10.677614,11.382336
-53,-96,-57,-97,-62,-94,-73,-100,-91,-72,11.210575,10.893652
-54,-91,-55,-85,-66,-88,-71,-94,-93,-66,9.070138,9.095817
-57,-92,-62,-83,-66,-90,-69,-96,-92,-66,9.792678,9.481161
-45,-96,-49,-97,-57,-93,-71,-103,-102,-67,12.207448,10.655334
-56,-95,-68,-91,-67,-93,-70,-89,-89,-69,10.774747,8.716161
-43,-106,-48,-91,-61,-104,-69,-99,-97,-67,8.174805,8.579136
-56,-100,-64,-85,-69,-97,-73,-86,-88,-69,6.740095,7.9909954
-54,-100,-65,-89,-66,-90,-67,-93,-91,-69,10.237038,8.766497
-59,-93,-60,-85,-67,-96,-74,-95,-88,-70,8.104522,9.858005
-51,-103,-66,-93,-66,-97,-67,-94,-90,-68,10.774828,8.619481
-53,-92,-55,-94,-64,-99,-68,-95,-92,-71,11.5981045,8.258682
-57,-88,-56,-91,-60,-92,-74,-104,-98,-67,11.970288,11.440584
-55,-99,-64,-83,-65,-93,-69,-107,-90,-64,9.635065,11.612818
-52,-103,-66,-85,-63,-95,-67,-96,-96,-65,9.686704,9.18375
-47,-110,-56,-84,-62,-106,-70,-95,-97,-65,6.1257553,8.201732
-56,-94,-56,-89,-60,-91,-73,-110,-96,-66,11.105449,12.151198
-52,-99,-62,-90,-66,-91,-68,-93,-92,-69,10.180564,8.77926
-49,-106,-69,-86,-61,-97,-67,-98,-97,-63,10.158165,9.999851
-51,-101,-61,-97,-64,-97,-69,-96,-92,-73,11.387044,9.319197
-54,-89,-58,-87,-65,-85,-71,-95,-95,-65,10.687093,9.716597
-44,-101,-51,-93,-62,-92,-70,-104,-95,-67,10.163879,10.910812
-45,-107,-62,-88,-63,-99,-67,-108,-92,-61,9.989811,11.246061
-59,-97,-65,-89,-68,-91,-71,-97,-86,-71,9.657529,10.112094
-58,-88,-58,-93,-61,-89,-75,-102,-95,-69,12.010169,11.706281
-50,-93,-63,-84,-63,-85,-68,-101,-97,-59,11.46746,10.891612
-53,-99,-58,-84,-65,-96,-72,-94,-93,-66,7.4739137,9.07088
-60,-91,-61,-90,-68,-95,-72,-89,-88,-74,9.636146,8.3433485
-56,-90,-57,-89,-62,-90,-72,-104,-95,-67,11.401159,11.35825
